,현재가,거래량,체결시간,시가,고가,저가,대업종구분,소업종구분,종목정보,전일종가
873,+33737,2449,20230901130000,+33737,+33762,+33719,,,,
874,+33741,3171,20230901124500,+33709,+33751,+33682,,,,
875,+33707,2163,20230901123000,+33665,+33721,+33656,,,,
876,+33680,2595,20230901121500,+33627,+33686,+33617,,,,
877,+33643,1754,20230901120000,+33615,+33651,+33605,,,,
878,+33615,2292,20230901114500,+33657,+33665,+33605,,,,
879,+33660,2609,20230901113000,+33637,+33674,+33629,,,,
880,+33653,2447,20230901111500,+33630,+33677,+33626,,,,
881,+33630,3807,20230901110000,+33674,+33688,+33623,,,,
882,+33663,3899,20230901104500,+33615,+33683,+33613,,,,
883,+33615,4527,20230901103000,+33690,+33696,+33605,,,,
884,+33678,4939,20230901101500,+33720,+33726,+33671,,,,
885,+33700,5287,20230901100000,+33657,+33725,+33651,,,,
886,+33657,5374,20230901094500,+33736,+33746,+33653,,,,
887,+33735,7392,20230901093000,+33664,+33771,+33651,,,,
888,+33661,9749,20230901091500,+33548,+33681,+33511,,,,
889,+33546,13011,20230901090000,-33411,+33597,-33407,,,,
890,-33475,47711,20230831153000,-33449,+33475,-33449,,,,
891,-33449,2271,20230831151500,+33437,+33457,+33416,,,,
892,-33438,5518,20230831150000,+33391,+33441,+33385,,,,
893,-33393,4232,20230831144500,+33378,+33424,+33370,,,,
894,-33375,3631,20230831143000,+33390,+33426,+33365,,,,
895,-33376,3521,20230831141500,+33424,+33443,+33370,,,,
896,-33417,3737,20230831140000,+33392,+33444,+33377,,,,
897,-33406,3273,20230831134500,+33377,+33414,+33367,,,,
898,-33396,3065,20230831133000,+33368,+33402,+33358,,,,
899,-33371,2819,20230831131500,+33371,+33401,+33355,,,,
